lang,file,core_extended,speaker,wd_ID,wd,start,end,ref,tx,ft,mb_ID,mb,doreco-mb-algn,ps,gl,ph_ID,ph
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w623,a,157.808,157.91,0076_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) a si tyxann,","(...) you will shit (= you will be in the the shit, in trouble)",m699,a,,pro,2SG,p1412,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w624,si,157.91,158.086,0076_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) a si tyxann,","(...) you will shit (= you will be in the the shit, in trouble)",m700,si,,part,IRR,p1413 p1414,s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w625,tyxann,158.086,158.47,0076_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) a si tyxann,","(...) you will shit (= you will be in the the shit, in trouble)",m701,tyxann,,vitr,shit,p1415 p1416 p1417,cx a~ n
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w626,<p:>,158.47,158.85,<p:>,<p:>,<p:>,m702,<p:>,,<p:>,<p:>,p1418,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w627,a,158.85,158.98,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m703,a,,pro,2SG,p1419,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w628,si,158.98,159.13,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m704,si,,part,IRR,p1420 p1421,s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w629,tyxann,159.13,159.449,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m705,tyxann,,vitr,shit,p1422 p1423 p1424,cx a~ n
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w630,ng,159.449,159.5,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m706,ng,,part,OBL,p1425,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w631,ǀʼhuunsi,159.5,159.84,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m707 m708,ǀʼhuun -si,,n -nsf,white.person -SGLT,p1426 p1427 p1428 p1429,|\~_h u~ s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w632,gǁain,159.84,160.091,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m709,gǁain,,n,brown.hyena,p1430 p1431 p1432,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w633,ku,160.091,160.25,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m710,ku,,vtr,QUOT,p1433 p1434,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w634,nǃoʼe,160.25,160.53,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m711,nǃoʼe,,interj,no,p1435 p1436 p1437 p1438,!\~ o ? e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w635,ng,160.53,160.63,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m712,ng,,pro,1SG,p1439,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w636,ǁae,160.63,160.87,0077_DoReCo_doreco_nngg1234_NB041016-01_A,"a si tyxann ng ǀʼhuunsi"", gǁain ku, ""nǃoʼe, ng ǁae","you will shit at the Boer (= you will be in trouble with the Boer)"", hyena says ""no, it's not me",m713,ǁae,,part,NEG,p1440 p1441 p1442,|\|\ a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w637,<p:>,160.87,161.14,<p:>,<p:>,<p:>,m714,<p:>,,<p:>,<p:>,p1443,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w638,ng,161.14,161.25,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m715,ng,,pro,1SG,p1444,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w639,ǁae,161.25,161.47,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m716,ǁae,,part,NEG,p1445 p1446 p1447,|\|\ a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w640,ng,161.47,161.56,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m717,ng,,pro,1SG,p1448,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w641,ǁae,161.56,161.767,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m718,ǁae,,part,NEG,p1449 p1450 p1451,|\|\ a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w642,ǂhuu,161.767,162.01,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m719,ǂhuu,,n,boss,p1452 p1453,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w643,ha,162.01,162.138,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m720,ha,,pro,3H.SG,p1454 p1455,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w644,ku,162.138,162.333,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m721,ku,,vtr,QUOT,p1456 p1457,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w645,ku,162.333,162.5,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m722,ku,,pro,3H.SG,p1458 p1459,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w646,ke,162.5,162.702,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m723,ke,,part,ID,p1460 p1461,k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w647,ǂhuu,162.702,163.027,0078_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǁae, ng ǁae, ǂhuu"", ha ku, ""ku ke, ǂhuu","it's not me, it's not me, boss"", he (J) says ""it is him, boss",m724,ǂhuu,,n,boss,p1462 p1463,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w648,<p:>,163.027,163.275,<p:>,<p:>,<p:>,m725,<p:>,,<p:>,<p:>,p1464,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w649,<<fm>want>,163.275,163.5,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m726,want,,conj,because,p1465,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w650,ng,163.5,163.53,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m727,ng,,pro,1SG,p1466,<notProcessedChunk>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w651,xa,163.53,163.65,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m728,xa,,part,PST,p1467 p1468,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w652,gǀoe,163.65,163.9,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m729,gǀoqe,,adv,again,p1469 p1470 p1471,|\_v o e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w653,moo,163.9,164.122,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m730,hoo,,vtr,get,p1472 p1473,m o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w654,ǀoba,164.122,164.365,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m731,ǀoba,,n,child,p1474 p1475 p1476 p1477,|\ o b a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w655,ha,164.365,164.447,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m732,ha,,pro,3H.SG,p1478 p1479,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w656,ǃxaeki,164.447,165.145,0079_DoReCo_doreco_nngg1234_NB041016-01_A,"want ng xa gǀoe moo ǀoba (...) ha ǃxaeki,",I have again gotten a new kind,m733 m734,ǃxae -ki,,adj -vsf,new -?,p1480 p1481 p1482 p1483 p1484,!\X a e k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w657,<p:>,165.145,165.526,<p:>,<p:>,<p:>,m735,<p:>,,<p:>,<p:>,p1485,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w658,ng,165.526,165.62,0080_DoReCo_doreco_nngg1234_NB041016-01_A,"ng gǁain ke, ng ǃʼoasi ng ǀaeki,","it is hyena, (because) I look after my wife",m736,ng,,part,?,p1486,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w659,gǁain,165.62,165.875,0080_DoReCo_doreco_nngg1234_NB041016-01_A,"ng gǁain ke, ng ǃʼoasi ng ǀaeki,","it is hyena, (because) I look after my wife",m737,gǁain,,n,brown.hyena,p1487 p1488 p1489,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w660,ke,165.875,166.074,0080_DoReCo_doreco_nngg1234_NB041016-01_A,"ng gǁain ke, ng ǃʼoasi ng ǀaeki,","it is hyena, (because) I look after my wife",m738,ke,,part,ID,p1490 p1491,k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w661,ng,166.074,166.3,0080_DoReCo_doreco_nngg1234_NB041016-01_A,"ng gǁain ke, ng ǃʼoasi ng ǀaeki,","it is hyena, (because) I look after my wife",m739,ng,,pro,1SG,p1492,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w662,ǃʼoasi,166.3,166.691,0080_DoReCo_doreco_nngg1234_NB041016-01_A,"ng gǁain ke, ng ǃʼoasi ng ǀaeki,","it is hyena, (because) I look after my wife",m740,ǃʼoasi,,vtr,look.after,p1493 p1494 p1495 p1496 p1497,!\_> o a s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w663,ng,166.691,166.84,0080_DoReCo_doreco_nngg1234_NB041016-01_A,"ng gǁain ke, ng ǃʼoasi ng ǀaeki,","it is hyena, (because) I look after my wife",m741,ng,,pro,1SG,p1498,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w664,ǀaeki,166.84,167.227,0080_DoReCo_doreco_nngg1234_NB041016-01_A,"ng gǁain ke, ng ǃʼoasi ng ǀaeki,","it is hyena, (because) I look after my wife",m742 m743,ǀae -ki,,n -nsf,woman -?,p1499 p1500 p1501 p1502 p1503,|\ a e k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w665,<p:>,167.227,167.525,<p:>,<p:>,<p:>,m744,<p:>,,<p:>,<p:>,p1504,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w666,gǁain,167.525,167.712,0081_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku nǁae ng ǀʼhuunsi, ""ku ke"",","?then hyena says to the Boer ""it is him""",m745,gǁain,,n,brown.hyena,p1505 p1506 p1507,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w667,ku,167.712,167.87,0081_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku nǁae ng ǀʼhuunsi, ""ku ke"",","?then hyena says to the Boer ""it is him""",m746,ku,,vtr,QUOT,p1508 p1509,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w668,nǁae,167.87,168.133,0081_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku nǁae ng ǀʼhuunsi, ""ku ke"",","?then hyena says to the Boer ""it is him""",m747,nǁae,,adv,then,p1510 p1511 p1512,|\|\~ a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w669,ng,168.133,168.286,0081_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku nǁae ng ǀʼhuunsi, ""ku ke"",","?then hyena says to the Boer ""it is him""",m748,ng,,part,OBL,p1513,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w670,ǀʼhuunsi,168.286,168.63,0081_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku nǁae ng ǀʼhuunsi, ""ku ke"",","?then hyena says to the Boer ""it is him""",m749 m750,ǀʼhuun -si,,n -nsf,white.person -SGLT,p1514 p1515 p1516 p1517,|\~_h u~ s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w671,ku,168.63,168.84,0081_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku nǁae ng ǀʼhuunsi, ""ku ke"",","?then hyena says to the Boer ""it is him""",m751,ku,,pro,3H.SG,p1518 p1519,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w672,ke,168.84,169.145,0081_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku nǁae ng ǀʼhuunsi, ""ku ke"",","?then hyena says to the Boer ""it is him""",m752,ke,,part,ID,p1520 p1521,k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w673,<p:>,169.145,169.446,<p:>,<p:>,<p:>,m753,<p:>,,<p:>,<p:>,p1522,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w674,ha,169.446,169.64,0082_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, [ku] ng ǁae,","he (J) says ""no, it's not me""",m754,ha,,pro,3H.SG,p1523 p1524,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w675,ku,169.64,169.78,0082_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, [ku] ng ǁae,","he (J) says ""no, it's not me""",m755,ku,,vtr,QUOT,p1525 p1526,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w676,noʼe,169.78,170.07,0082_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, [ku] ng ǁae,","he (J) says ""no, it's not me""",m756,nǃoʼe,,interj,no,p1527 p1528 p1529 p1530,n o ? e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w677,ku,170.07,170.24,0082_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, [ku] ng ǁae,","he (J) says ""no, it's not me""",m757,ku,,part,?,p1531 p1532,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w678,ng,170.24,170.377,0082_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, [ku] ng ǁae,","he (J) says ""no, it's not me""",m758,ng,,pro,1SG,p1533,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w679,ǁae,170.377,170.614,0082_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, [ku] ng ǁae,","he (J) says ""no, it's not me""",m759,ǁae,,part,NEG,p1534 p1535 p1536,|\|\ a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w680,<p:>,170.614,170.94,<p:>,<p:>,<p:>,m760,<p:>,,<p:>,<p:>,p1537,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w681,<<fs>>,170.94,171.3,0083_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m761,****,,****,****,p1538,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w682,ha,171.3,171.517,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m762,ha,,pro,3H.SG,p1539 p1540,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w683,ku,171.517,171.724,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m763,ku,,vtr,QUOT,p1541 p1542,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w684,gǀa,171.724,171.99,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m764,gǀa,,pro,2SG.Q,p1543 p1544,|\_v a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w685,ǁu,171.99,172.119,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m765,ǁu,,part,NEG,p1545 p1546,|\|\ u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w686,nǀai,172.119,172.33,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m766,nǀai,,vatr,see,p1547 p1548 p1549,|\~ a i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w687,kua,172.33,172.5,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m767,kua,,pro,3H.SG:?,p1550 p1551 p1552,k u a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w688,<<ui>>,172.5,172.742,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m768,****,,****,****,p1553,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w689,ǃqhaike,172.742,173.117,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m769 m770,ǃqhai -ke,,n -nsf,diarrhoea -?,p1554 p1555 p1556 p1557 p1558,!\q_h a i k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w690,ǃqxʼabesi,173.117,173.63,0084_DoReCo_doreco_nngg1234_NB041016-01_A,"[ha ku] ha ku, ""gǀa ǁu nǀai (kua ...) ǃqhaike ǃqxʼabesi"",","he says ""don't you see his (H) diarrhea cream?""",m771 m772,ǃqxʼabe -si,,n -nsf,cream -SGLT,p1559 p1560 p1561 p1562 p1563 p1564,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w691,<p:>,173.63,173.879,<p:>,<p:>,<p:>,m773,<p:>,,<p:>,<p:>,p1565,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w692,ha,173.879,174.02,0085_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ng ǁu ǃqhaike ǃqxʼabesi"",","he (J) sê ""I don't shit cream""",m774,ha,,pro,3H.SG,p1566 p1567,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w693,ku,174.02,174.18,0085_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ng ǁu ǃqhaike ǃqxʼabesi"",","he (J) sê ""I don't shit cream""",m775,ku,,vtr,QUOT,p1568 p1569,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w694,ng,174.18,174.24,0085_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ng ǁu ǃqhaike ǃqxʼabesi"",","he (J) sê ""I don't shit cream""",m776,ng,,pro,1SG,p1570,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w695,ǁu,174.24,174.37,0085_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ng ǁu ǃqhaike ǃqxʼabesi"",","he (J) sê ""I don't shit cream""",m777,ǁu,,part,NEG,p1571 p1572,|\|\ u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w696,ǃqhaike,174.37,174.7,0085_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ng ǁu ǃqhaike ǃqxʼabesi"",","he (J) sê ""I don't shit cream""",m778 m779,ǃqhai -ke,,vitr -vsf,diarrhoea -?,p1573 p1574 p1575 p1576 p1577,!\q_h a i k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w697,ǃqxʼabesi,174.7,175.187,0085_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ng ǁu ǃqhaike ǃqxʼabesi"",","he (J) sê ""I don't shit cream""",m780 m781,ǃqxʼabe -si,,n -nsf,cream -SGLT,p1578 p1579 p1580 p1581 p1582 p1583,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w698,<p:>,175.187,175.459,<p:>,<p:>,<p:>,m782,<p:>,,<p:>,<p:>,p1584,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w699,a,175.459,175.578,0086_DoReCo_doreco_nngg1234_NB041016-01_A,"a hoo, a kora soo,",?,m783,a,,pro,2SG,p1585,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w700,hoo,175.578,175.716,0086_DoReCo_doreco_nngg1234_NB041016-01_A,"a hoo, a kora soo,",?,m784,hoo,,vtr,get,p1586 p1587,h\ o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w701,a,175.716,175.9,0086_DoReCo_doreco_nngg1234_NB041016-01_A,"a hoo, a kora soo,",?,m785,a,,pro,2SG,p1588,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w702,kora,175.9,176.26,0086_DoReCo_doreco_nngg1234_NB041016-01_A,"a hoo, a kora soo,",?,m786,kora,,vitr,jump.around,p1589 p1590 p1591 p1592,k o 4 a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w703,soo,176.26,176.6,0086_DoReCo_doreco_nngg1234_NB041016-01_A,"a hoo, a kora soo,",?,m787,soo,,vitr,sit,p1593 p1594,s o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w704,<p:>,176.6,176.92,<p:>,<p:>,<p:>,m788,<p:>,,<p:>,<p:>,p1595,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w705,a,176.92,177.06,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m789,a,,pro,2SG,p1596,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w706,ng,177.06,177.19,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m790,ng,,part,COP,p1597,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w707,gǁain,177.19,177.442,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m791,gǁain,,n,brown.hyena,p1598 p1599 p1600,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w708,a,177.442,177.593,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m792,a,,pro,2SG,p1601,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w709,ǂxain,177.593,177.89,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m793,ǂxain,,vitr,relaxed,p1602 p1603 p1604,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w710,soo,177.89,178.059,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m794,soo,,vitr,sit,p1605 p1606,s o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w711,a,178.059,178.229,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m795,a,,pro,2SG,p1607,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w712,kora,178.229,178.605,0087_DoReCo_doreco_nngg1234_NB041016-01_A,"a ng gǁain, a ǂxain soo, a kora,","you are hyena, you sit relaxed, you jump around",m796,kora,,vitr,jump.around,p1608 p1609 p1610 p1611,k o 4 a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w713,<p:>,178.605,178.891,<p:>,<p:>,<p:>,m797,<p:>,,<p:>,<p:>,p1612,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w714,<<fs>>,178.891,179.177,0088_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m798,****,,****,****,p1613,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w715,<<on>hey>,179.177,179.86,0089_DoReCo_doreco_nngg1234_NB041016-01_A,"[...] hey, si si moo a"",","hey, we shall get you""",m799,hey,,interj,hey,p1614,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w716,si,179.86,179.99,0089_DoReCo_doreco_nngg1234_NB041016-01_A,"[...] hey, si si moo a"",","hey, we shall get you""",m800,si,,pro,1PL.E,p1615 p1616,s i
